"No.","Time","Source","Destination","Protocol","Length","Info"
"322","10.196838761","fe80::94e4:77ff:feec:4ac9","ff02::fb","MDNS","139","Standard query 0x0027 PTR _googlecast._tcp.local, ""QM"" question PTR _CC1AD845._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"323","10.213743374","172.17.60.129","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"324","10.396309143","172.17.61.200","35.186.224.35","TLSv1.2","94","Application Data"
"325","10.399533875","35.186.224.35","172.17.61.200","TCP","66","443  >  59514 [ACK] Seq=1 Ack=29 Win=249 Len=0 TSval=1456467455 TSecr=2339506305"
"326","10.420494883","fe80::10e5:2a45:e038:5d6e","ff02::fb","MDNS","248","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Prathamâ\200\231s MacBook Air._companion-link._tcp.local"
"327","10.421213409","172.17.60.60","224.0.0.251","MDNS","228","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Prathamâ\200\231s MacBook Air._companion-link._tcp.local"
"328","10.612379047","172.17.61.27","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"329","10.612638002","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.10? Tell 172.17.60.1"
"330","10.612696628","35.186.224.35","172.17.61.200","TLSv1.2","90","Application Data"
"331","10.612775126","172.17.61.200","35.186.224.35","TCP","66","59514  >  443 [ACK] Seq=29 Ack=25 Win=60 Len=0 TSval=2339506521 TSecr=1456467579"
"332","10.637575114","172.17.60.2","224.0.0.18","VRRP","60","Announcement (v2)"
"333","10.754280207","172.17.61.200","104.16.10.34","TCP","66","[TCP Dup ACK 18#10] 47466  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=3486633455 TSecr=1867227301"
"334","10.757826148","104.16.10.34","172.17.61.200","TCP","66","[TCP Dup ACK 19#10] 443  >  47466 [ACK] Seq=1 Ack=2 Win=295 Len=0 TSval=1867228326 TSecr=3486572934"
"335","10.782479409","172.17.61.200","57.144.151.32","TLSv1.2","170","Application Data"
"336","10.784599211","57.144.151.32","172.17.61.200","TCP","66","443  >  46126 [ACK] Seq=142 Ack=491 Win=4798 Len=0 TSval=3716192876 TSecr=1538955608"
"337","10.795528949","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.191? Tell 172.17.60.1"
"338","10.882279420","172.17.61.200","172.217.26.10","TCP","66","59378  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=2618000008 TSecr=2861526883"
"339","10.884658651","172.217.26.10","172.17.61.200","TCP","66","[TCP ACKed unseen segment] 443  >  59378 [ACK] Seq=1 Ack=2 Win=295 Len=0 TSval=2861571939 TSecr=2617816429"
"340","11.130814531","57.144.151.32","172.17.61.200","TLSv1.2","130","Application Data"
"341","11.130897946","172.17.61.200","57.144.151.32","TCP","66","46126  >  443 [ACK] Seq=491 Ack=206 Win=50 Len=0 TSval=1538955956 TSecr=3716193190"
"342","11.220273971","172.17.60.129","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"343","11.241459675","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.98? Tell 172.17.60.1"
"344","11.299025740","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.10? Tell 172.17.60.1"
"345","11.367574404","172.17.61.100","224.0.0.251","MDNS","100","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"346","11.368389465","fe80::1c7b:a8d6:60ed:a476","ff02::fb","MDNS","120","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"347","11.504553248","172.17.61.200","104.199.241.202","TCP","77","45132  >  4070 [PSH, ACK] Seq=1 Ack=1 Win=58 Len=11 TSval=415971962 TSecr=608508884"
"348","11.508014990","172.17.60.47","224.0.0.251","MDNS","117","Standard query response 0x0000 PTR 0X1622â\200\231s MacBook Air._companion-link._tcp.local"
"349","11.566883909","172.17.60.2","224.0.0.18","VRRP","60","Announcement (v2)"
"350","11.593856819","172.17.61.27","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"351","11.636627713","104.199.241.202","172.17.61.200","TCP","77","4070  >  45132 [PSH, ACK] Seq=1 Ack=12 Win=11 Len=11 TSval=608569072 TSecr=415971962"
"352","11.636711361","172.17.61.200","104.199.241.202","TCP","66","45132  >  4070 [ACK] Seq=12 Ack=12 Win=58 Len=0 TSval=415972094 TSecr=608569072"
"353","11.778373088","172.17.61.200","104.16.10.34","TCP","66","[TCP Dup ACK 18#11] 47466  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=3486634479 TSecr=1867228326"
"354","11.781928762","104.16.10.34","172.17.61.200","TCP","66","[TCP Dup ACK 19#11] 443  >  47466 [ACK] Seq=1 Ack=2 Win=295 Len=0 TSval=1867229350 TSecr=3486572934"
"355","11.860162504","172.17.61.200","57.144.151.32","TCP","1514","46126  >  443 [ACK] Seq=491 Ack=206 Win=50 Len=1448 TSval=1538956685 TSecr=3716193190 [TCP PDU reassembled in 356]"
"356","11.860213908","172.17.61.200","57.144.151.32","TLSv1.2","268","Application Data"
"357","11.861811837","57.144.151.32","172.17.61.200","TCP","66","443  >  46126 [ACK] Seq=206 Ack=1939 Win=4821 Len=0 TSval=3716193954 TSecr=1538956685"
"358","11.861812473","57.144.151.32","172.17.61.200","TCP","66","443  >  46126 [ACK] Seq=206 Ack=2141 Win=4821 Len=0 TSval=3716193954 TSecr=1538956685"
"359","11.870353682","fe80::106b:eb0c:f6d:c7b9","ff02::fb","MDNS","184","Standard query response 0x0000 PTR ROHANâ\200\231s MacBook Air._airplay._tcp.local PTR 02E6BB6CBF5C@ROHANâ\200\231s MacBook Air._raop._tcp.local"
"360","11.952133846","172.17.60.125","224.0.0.251","MDNS","289","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 172.17.60.125 AAAA, cache flush fe80::6846:85ff:fe99:39ac NSEC, cache flush 125.60.17.172.in-addr.arpa NSEC, cache flush C.A.9.3.9.9.E.F.F.F.5.8.6.4.8.6.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"361","11.952566019","fe80::6846:85ff:fe99:39ac","ff02::fb","MDNS","309","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 172.17.60.125 AAAA, cache flush fe80::6846:85ff:fe99:39ac NSEC, cache flush 125.60.17.172.in-addr.arpa NSEC, cache flush C.A.9.3.9.9.E.F.F.F.5.8.6.4.8.6.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"362","12.026844113","172.17.61.100","224.0.0.251","MDNS","689","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Namanâ\200\231s MacBook Air._companion-link._tcp.local PTR Bhuvanâ\200\231s MacBook Pro._companion-link._tcp.local PTR iPad (5)._companion-link._tcp.local PTR Joshuaâ\200\231s MacBook Air._companion-link._tcp.local PTR Nehaâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (7)._companion-link._tcp.local PTR Arhamâ\200\231s MacBook Air._companion-link._tcp.local PTR Aadidevâ\200\231s iMac._companion-link._tcp.local PTR Prathamâ\200\231s MacBook Air._companion-link._tcp.local PTR 0X1622â\200\231s MacBook Air._companion-link._tcp.local PTR Shivanshâ\200\231s MacBook Air._companion-link._tcp.local PTR Gauthamâ\200\231s MacBook Air._companion-link._tcp.local PTR Shantnuâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (3)._companion-link._tcp.local PTR Adityaâ\200\231s MacBook Air (3)._companion-link._tcp.local PTR Arnabhaâ\200\231s MacBook Air._companion-link._tcp.local PTR saankhyaâ\200\231s MacBook Air._companion-link._tcp.local"
"363","12.029022228","fe80::1c7b:a8d6:60ed:a476","ff02::fb","MDNS","709","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR Namanâ\200\231s MacBook Air._companion-link._tcp.local PTR Bhuvanâ\200\231s MacBook Pro._companion-link._tcp.local PTR iPad (5)._companion-link._tcp.local PTR Joshuaâ\200\231s MacBook Air._companion-link._tcp.local PTR Nehaâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (7)._companion-link._tcp.local PTR Arhamâ\200\231s MacBook Air._companion-link._tcp.local PTR Aadidevâ\200\231s iMac._companion-link._tcp.local PTR Prathamâ\200\231s MacBook Air._companion-link._tcp.local PTR 0X1622â\200\231s MacBook Air._companion-link._tcp.local PTR Shivanshâ\200\231s MacBook Air._companion-link._tcp.local PTR Gauthamâ\200\231s MacBook Air._companion-link._tcp.local PTR Shantnuâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (3)._companion-link._tcp.local PTR Adityaâ\200\231s MacBook Air (3)._companion-link._tcp.local PTR Arnabhaâ\200\231s MacBook Air._companion-link._tcp.local PTR saankhyaâ\200\231s MacBook Air._companion-link._tcp.local"
"364","12.094793521","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.98? Tell 172.17.60.1"
"365","12.096214771","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.10? Tell 172.17.60.1"
"366","12.097543165","172.17.61.78","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"367","12.097790353","fe80::c09:31ad:3db9:9463","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"368","12.162977214","172.17.61.78","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"369","12.218021441","172.17.60.129","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"370","12.289497193","fe80::905a:34ff:feac:42ae","ff02::fb","MDNS","180","Standard query 0x0000 ANY I1FQVzT8n14AAA._FC9F5ED42C8A._tcp.local, ""QM"" question SRV 0 0 53601 Android_5617ea2858a141e8b0a48dc8d0275193.local"
"371","12.289959849","172.17.61.223","224.0.0.251","MDNS","160","Standard query 0x0000 ANY I1FQVzT8n14AAA._FC9F5ED42C8A._tcp.local, ""QM"" question SRV 0 0 53601 Android_5617ea2858a141e8b0a48dc8d0275193.local"
"372","12.401473035","172.17.61.200","142.250.182.238","TLSv1.2","4141","Application Data"
"373","12.403730482","172.17.61.200","142.250.182.238","TLSv1.2","129","Application Data"
"374","12.405170965","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=1348 Ack=7148 Win=17173 Len=0 TSval=3636812997 TSecr=51426131"
"375","12.405171498","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=1348 Ack=8390 Win=17195 Len=0 TSval=3636812997 TSecr=51426131"
"376","12.447182118","57.144.151.32","172.17.61.200","TLSv1.2","153","Application Data"
"377","12.447296466","172.17.61.200","57.144.151.32","TCP","66","46126  >  443 [ACK] Seq=2141 Ack=293 Win=50 Len=0 TSval=1538957272 TSecr=3716194539"
"378","12.489359577","172.17.60.2","224.0.0.18","VRRP","60","Announcement (v2)"
"379","12.565029407","142.251.43.170","172.17.61.200","TLSv1.2","233","Application Data"
"380","12.566797105","172.17.61.200","142.251.43.170","TLSv1.2","101","Application Data"
"381","12.576848764","142.251.43.170","172.17.61.200","TCP","66","443  >  33754 [ACK] Seq=375 Ack=106 Win=4684 Len=0 TSval=4182218515 TSecr=827071567"
"382","12.601516106","172.17.61.27","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"383","12.604639170","57.144.151.32","172.17.61.200","TLSv1.2","147","Application Data"
"384","12.604752630","172.17.61.200","57.144.151.32","TCP","66","46126  >  443 [ACK] Seq=2141 Ack=374 Win=50 Len=0 TSval=1538957430 TSecr=3716194691"
"385","12.617418823","172.17.61.223","224.0.0.251","MDNS","160","Standard query 0x0000 ANY I1FQVzT8n14AAA._FC9F5ED42C8A._tcp.local, ""QM"" question SRV 0 0 53601 Android_5617ea2858a141e8b0a48dc8d0275193.local"
"386","12.617710110","fe80::905a:34ff:feac:42ae","ff02::fb","MDNS","180","Standard query 0x0000 ANY I1FQVzT8n14AAA._FC9F5ED42C8A._tcp.local, ""QM"" question SRV 0 0 53601 Android_5617ea2858a141e8b0a48dc8d0275193.local"
"387","12.660539843","172.17.61.200","57.144.151.32","TLSv1.2","145","Application Data"
"388","12.662424471","57.144.151.32","172.17.61.200","TCP","66","443  >  46126 [ACK] Seq=374 Ack=2220 Win=4821 Len=0 TSval=3716194754 TSecr=1538957486"
"389","12.669253908","57.144.151.32","172.17.61.200","TLSv1.2","146","Application Data"
"390","12.669338302","172.17.61.200","57.144.151.32","TCP","66","46126  >  443 [ACK] Seq=2220 Ack=454 Win=50 Len=0 TSval=1538957495 TSecr=3716194761"
"391","12.694148524","172.17.61.200","57.144.151.32","TLSv1.2","144","Application Data"
"392","12.744889708","142.250.182.238","172.17.61.200","TLSv1.2","1039","Application Data"
"393","12.744890463","142.250.182.238","172.17.61.200","TLSv1.2","219","Application Data"
"394","12.744890549","142.250.182.238","172.17.61.200","TLSv1.2","105","Application Data"
"395","12.744914441","57.144.151.32","172.17.61.200","TCP","66","443  >  46126 [ACK] Seq=454 Ack=2298 Win=4821 Len=0 TSval=3716194830 TSecr=1538957519"
"396","12.745145280","172.17.61.200","142.250.182.238","TCP","66","47756  >  443 [ACK] Seq=8390 Ack=2513 Win=129 Len=0 TSval=51426474 TSecr=3636813326"
"397","12.750776471","172.17.61.200","142.250.182.238","TLSv1.2","101","Application Data"
"398","12.750840676","172.17.61.200","142.250.182.238","TLSv1.2","105","Application Data"
"399","12.761377473","172.17.61.200","142.250.182.238","TCP","105","[TCP Retransmission] 47756  >  443 [PSH, ACK] Seq=8425 Ack=2513 Win=129 Len=39 TSval=51426491 TSecr=3636813326"
"400","12.765405948","142.250.182.238","172.17.61.200","TCP","66","443  >  47756 [ACK] Seq=2513 Ack=8464 Win=17195 Len=0 TSval=3636813345 TSecr=51426480"
"401","12.774798767","142.250.182.238","172.17.61.200","TCP","78","[TCP Dup ACK 400#1] 443  >  47756 [ACK] Seq=2513 Ack=8464 Win=17195 Len=0 TSval=3636813355 TSecr=51426491 SLE=8425 SRE=8464"
"402","12.803290679","172.17.61.200","104.16.10.34","TCP","66","[TCP Dup ACK 18#12] 47466  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=3486635504 TSecr=1867229350"
"403","12.810954737","104.16.10.34","172.17.61.200","TCP","66","[TCP Dup ACK 19#12] 443  >  47466 [ACK] Seq=1 Ack=2 Win=295 Len=0 TSval=1867230375 TSecr=3486572934"
"404","12.878202991","172.17.61.223","224.0.0.251","MDNS","160","Standard query 0x0000 ANY I1FQVzT8n14AAA._FC9F5ED42C8A._tcp.local, ""QM"" question SRV 0 0 53601 Android_5617ea2858a141e8b0a48dc8d0275193.local"
"405","12.878896953","fe80::905a:34ff:feac:42ae","ff02::fb","MDNS","180","Standard query 0x0000 ANY I1FQVzT8n14AAA._FC9F5ED42C8A._tcp.local, ""QM"" question SRV 0 0 53601 Android_5617ea2858a141e8b0a48dc8d0275193.local"
"406","12.897234245","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.10? Tell 172.17.60.1"
"407","12.934631461","172.17.61.127","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"408","12.955913027","172.17.60.171","224.0.0.2","IGMPv2","56","Leave Group 239.255.255.250"
"409","12.969013255","172.17.61.78","172.17.61.255","UDP","86","57621  >  57621 Len=44"
"410","12.969461375","172.17.61.127","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"411","12.969758415","fe80::800:239a:caf7:f8b0","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"412","12.980321908","3.7.13.58","172.17.61.200","TLSv1.2","1130","Application Data"
"413","12.980428184","172.17.61.200","3.7.13.58","TCP","66","58864  >  443 [ACK] Seq=130 Ack=1121 Win=44 Len=0 TSval=1764742446 TSecr=3744530990"
"414","12.996669176","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.98? Tell 172.17.60.1"
"415","13.070344974","fe80::905a:34ff:feac:42ae","ff02::fb","MDNS","532","Standard query response 0x0000 PTR, cache flush Android_5617ea2858a141e8b0a48dc8d0275193.local AAAA, cache flush fe80::905a:34ff:feac:42ae PTR, cache flush Android_5617ea2858a141e8b0a48dc8d0275193.local A, cache flush 172.17.61.223 PTR I1FQVzT8n14AAA._FC9F5ED42C8A._tcp.local SRV, cache flush 0 0 53601 Android_5617ea2858a141e8b0a48dc8d0275193.local TXT, cache flush PTR _FC9F5ED42C8A._tcp.local NSEC, cache flush E.A.2.4.C.A.E.F.F.F.4.3.A.5.0.9.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android_5617ea2858a141e8b0a48dc8d0275193.local NSEC, cache flush 223.61.17.172.in-addr.arpa NSEC, cache flush I1FQVzT8n14AAA._FC9F5ED42C8A._tcp.local"
"416","13.070626672","172.17.61.223","224.0.0.251","MDNS","512","Standard query response 0x0000 PTR, cache flush Android_5617ea2858a141e8b0a48dc8d0275193.local AAAA, cache flush fe80::905a:34ff:feac:42ae PTR, cache flush Android_5617ea2858a141e8b0a48dc8d0275193.local A, cache flush 172.17.61.223 PTR I1FQVzT8n14AAA._FC9F5ED42C8A._tcp.local SRV, cache flush 0 0 53601 Android_5617ea2858a141e8b0a48dc8d0275193.local TXT, cache flush PTR _FC9F5ED42C8A._tcp.local NSEC, cache flush E.A.2.4.C.A.E.F.F.F.4.3.A.5.0.9.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android_5617ea2858a141e8b0a48dc8d0275193.local NSEC, cache flush 223.61.17.172.in-addr.arpa NSEC, cache flush I1FQVzT8n14AAA._FC9F5ED42C8A._tcp.local"
"417","13.275816632","172.17.60.129","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"418","13.275820181","172.17.60.49","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"419","13.276234459","142.251.43.170","172.17.61.200","TLSv1.2","432","Application Data"
"420","13.277768782","172.17.61.200","142.251.43.170","TLSv1.2","101","Application Data"
"421","13.279745766","142.251.43.170","172.17.61.200","TCP","66","443  >  33754 [ACK] Seq=741 Ack=141 Win=4684 Len=0 TSval=4182219225 TSecr=827072278"
"422","13.331439395","172.17.60.2","224.0.0.18","VRRP","60","Announcement (v2)"
"423","13.685212293","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.200? Tell 172.17.60.1"
"424","13.685236979","Intel_30:32:07","IETF-VRRP-VRID_02","ARP","42","172.17.61.200 is at 00:93:37:30:32:07"
"425","13.685212964","3a:f7:2a:72:dd:be","Intel_30:32:07","LLC","137","S P, func=RNR, N(R)=64; DSAP NULL LSAP Individual, SSAP NULL LSAP Command"
"426","13.696032032","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.98? Tell 172.17.60.1"
"427","13.704363349","3a:f7:2a:72:dd:be","Intel_30:32:07","LLC","137","S P, func=RNR, N(R)=64; DSAP NULL LSAP Individual, SSAP NULL LSAP Command"
"428","13.736587132","fe80::4f2:f484:ab9d:e0a5","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"429","13.736591297","::","ff02::1:ff9d:e0a5","ICMPv6","86","Neighbor Solicitation for fe80::4f2:f484:ab9d:e0a5"
"430","13.738840734","0.0.0.0","255.255.255.255","DHCP","342","DHCP Request  - Transaction ID 0x16dfea21"
"431","13.740001958","fe80::4f2:f484:ab9d:e0a5","ff02::2","ICMPv6","62","Router Solicitation"
"432","13.749686303","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","ARP Announcement for 172.17.60.145"
"433","13.794085404","172.17.60.145","224.0.0.251","IGMPv2","56","Membership Report group 224.0.0.251"
"434","13.794092984","172.17.60.145","224.0.0.2","IGMPv2","56","Leave Group 224.0.0.251"
"435","13.796113485","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.10? Tell 172.17.60.1"
"436","13.814376806","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.61.106? Tell 172.17.60.145"
"437","13.814377646","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.60.194? Tell 172.17.60.145"
"438","13.814377727","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.60.60? Tell 172.17.60.145"
"439","13.814377805","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.60.41? Tell 172.17.60.145"
"440","13.815655361","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.60.24? Tell 172.17.60.145"
"441","13.816588071","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.60.68? Tell 172.17.60.145"
"442","13.816588339","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.61.212? Tell 172.17.60.145"
"443","13.816588421","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.60.22? Tell 172.17.60.145"
"444","13.816588499","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.61.226? Tell 172.17.60.145"
"445","13.816588576","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.61.24? Tell 172.17.60.145"
"446","13.816588655","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.61.23? Tell 172.17.60.145"
"447","13.818117271","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.60.47? Tell 172.17.60.145"
"448","13.818312872","fe80::4f2:f484:ab9d:e0a5","ff02::fb","MDNS","120","Standard query 0x0000 PTR _rdlink._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question"
"449","13.818808249","172.17.60.145","224.0.0.251","MDNS","100","Standard query 0x0000 PTR _rdlink._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question"
"450","13.818836423","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.61.246? Tell 172.17.60.145"
"451","13.818836661","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.60.151? Tell 172.17.60.145"
"452","13.818836732","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.61.135? Tell 172.17.60.145"
"453","13.818836804","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.61.149? Tell 172.17.60.145"
"454","13.818836874","3a:f7:2a:72:dd:be","Intel_30:32:07","ARP","56","Who has 172.17.60.129? Tell 172.17.60.145"
"455","13.826279352","172.17.61.200","104.16.10.34","TCP","66","[TCP Dup ACK 18#13] 47466  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=3486636527 TSecr=1867230375"
"456","13.827427702","104.16.10.34","172.17.61.200","TCP","66","[TCP Dup ACK 19#13] 443  >  47466 [ACK] Seq=1 Ack=2 Win=295 Len=0 TSval=1867231396 TSecr=3486572934"
"457","13.991348936","172.17.60.47","224.0.0.251","MDNS","117","Standard query response 0x0000 PTR 0X1622â\200\231s MacBook Air._companion-link._tcp.local"
"458","14.069960337","172.17.61.223","224.0.0.251","MDNS","512","Standard query response 0x0000 PTR, cache flush Android_5617ea2858a141e8b0a48dc8d0275193.local AAAA, cache flush fe80::905a:34ff:feac:42ae PTR, cache flush Android_5617ea2858a141e8b0a48dc8d0275193.local A, cache flush 172.17.61.223 PTR I1FQVzT8n14AAA._FC9F5ED42C8A._tcp.local SRV, cache flush 0 0 53601 Android_5617ea2858a141e8b0a48dc8d0275193.local TXT, cache flush PTR _FC9F5ED42C8A._tcp.local NSEC, cache flush E.A.2.4.C.A.E.F.F.F.4.3.A.5.0.9.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android_5617ea2858a141e8b0a48dc8d0275193.local NSEC, cache flush 223.61.17.172.in-addr.arpa NSEC, cache flush I1FQVzT8n14AAA._FC9F5ED42C8A._tcp.local"
"459","14.072076619","fe80::905a:34ff:feac:42ae","ff02::fb","MDNS","532","Standard query response 0x0000 PTR, cache flush Android_5617ea2858a141e8b0a48dc8d0275193.local AAAA, cache flush fe80::905a:34ff:feac:42ae PTR, cache flush Android_5617ea2858a141e8b0a48dc8d0275193.local A, cache flush 172.17.61.223 PTR I1FQVzT8n14AAA._FC9F5ED42C8A._tcp.local SRV, cache flush 0 0 53601 Android_5617ea2858a141e8b0a48dc8d0275193.local TXT, cache flush PTR _FC9F5ED42C8A._tcp.local NSEC, cache flush E.A.2.4.C.A.E.F.F.F.4.3.A.5.0.9.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android_5617ea2858a141e8b0a48dc8d0275193.local NSEC, cache flush 223.61.17.172.in-addr.arpa NSEC, cache flush I1FQVzT8n14AAA._FC9F5ED42C8A._tcp.local"
"460","14.093382540","fe80::c09:31ad:3db9:9463","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"461","14.093755216","172.17.61.78","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"462","14.150588055","172.17.60.145","224.0.0.251","MDNS","598","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Bhuvanâ\200\231s MacBook Pro._companion-link._tcp.local PTR iPad (7)._companion-link._tcp.local PTR Namanâ\200\231s MacBook Air._companion-link._tcp.local PTR Nehaâ\200\231s MacBook Air._companion-link._tcp.local PTR Shivanshâ\200\231s MacBook Air._companion-link._tcp.local PTR 0X1622â\200\231s MacBook Air._companion-link._tcp.local PTR Gauthamâ\200\231s MacBook Air._companion-link._tcp.local PTR Aadidevâ\200\231s iMac._companion-link._tcp.local PTR Prathamâ\200\231s MacBook Air._companion-link._tcp.local PTR Arhamâ\200\231s MacBook Air._companion-link._tcp.local PTR Shantnuâ\200\231s MacBook Air._companion-link._tcp.local PTR Adityaâ\200\231s MacBook Air (3)._companion-link._tcp.local PTR Joshuaâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (3)._companion-link._tcp.local PTR iPad (5)._companion-link._tcp.local"
"463","14.151522443","fe80::4f2:f484:ab9d:e0a5","ff02::fb","MDNS","618","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Bhuvanâ\200\231s MacBook Pro._companion-link._tcp.local PTR iPad (7)._companion-link._tcp.local PTR Namanâ\200\231s MacBook Air._companion-link._tcp.local PTR Nehaâ\200\231s MacBook Air._companion-link._tcp.local PTR Shivanshâ\200\231s MacBook Air._companion-link._tcp.local PTR 0X1622â\200\231s MacBook Air._companion-link._tcp.local PTR Gauthamâ\200\231s MacBook Air._companion-link._tcp.local PTR Aadidevâ\200\231s iMac._companion-link._tcp.local PTR Prathamâ\200\231s MacBook Air._companion-link._tcp.local PTR Arhamâ\200\231s MacBook Air._companion-link._tcp.local PTR Shantnuâ\200\231s MacBook Air._companion-link._tcp.local PTR Adityaâ\200\231s MacBook Air (3)._companion-link._tcp.local PTR Joshuaâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (3)._companion-link._tcp.local PTR iPad (5)._companion-link._tcp.local"
